Vote,Result,Question,Issue,Date
152 (65-35),Confirmed,"On the Nomination: Confirmation Marshall Billingslea, of Virginia, to be Assistant Secretary for Terrorist Financing",PN366,Jun 22
153 (89-10),Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on the Nomination of Kristine L. Svinicki, of Virginia, to be a Member of the Nuclear Regulatory Commission",PN561,Jun 22
154 (88-9),Confirmed,"On the Nomination: Confirmation Kristine L. Svinicki, of Virginia, to be a Member of the Nuclear Regulatory Commission",PN561,Jun 26
155 (59-36),Agreed to,On the Cloture Motion: Motion to Invoke Cloture on Neomi Rao to be Administrator of the Office of Information and Regulatory Affairs,PN478,Jun 29
156 (54-41),Confirmed,"On the Nomination: Confirmation: Neomi Rao, of the District of Columbia, to be Administrator of the Office of Information and Regulatory Affairs",PN478,Jul 10
157 (97-0),Agreed to,On the Cloture Motion: Motion to Invoke Cloture Re: David C. Nye to be United States District Judge,PN373,Jul 10
158 (100-0),Confirmed,"On the Nomination: Confirmation: David C. Nye, of Idaho, to be U.S. District Judge",PN373,Jul 12
159 (89-11),Agreed to,On the Cloture Motion: Motion to Invoke Cloture William Francis Hagerty to be Ambassador to Japan,PN117,Jul 12
160 (86-12),Confirmed,"On the Nomination: Confirmation: William Francis Hagerty IV, of Tennessee, to be Ambassador of the United States to Japan",PN117,Jul 13
161 (88-6),Agreed to,On the Cloture Motion: Motion to Invoke Cloture Re: Patrick M. Shanahan to be Deputy Secretary of Defense,PN583,Jul 17
162 (92-7),Confirmed,"On the Nomination: Confirmation Patrick M. Shanahan, of Washington, to be Deputy Secretary of Defense",PN583,Jul 18
163 (51-48),Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on the Nomination of John Kenneth Bush, of Kentucky, to be United States Circuit Judge for the Sixth Circuit",PN370,Jul 19
164 (51-47),Confirmed,"On the Nomination: Confirmation John Kenneth Bush, of Kentucky, to be U.S. Circuit Judge for the Sixth Circuit",PN370,Jul 20
165 (56-39),Agreed to,On the Cloture Motion: Motion to Invoke Cloture: David Bernhardt to be Deputy Secretary of the Interior,PN365,Jul 20
166 (53-43),Confirmed,"On the Nomination: Confirmation David Bernhardt, of Virginia, to be Deputy Secretary of the Interior",PN365,Jul 24
167 (50-50),Agreed to,On the Motion to Proceed: Motion to Proceed to H.R. 1628; A bill to provide for reconciliation pursuant to title II of the concurrent resolution on the budget for fiscal year 2017.,H.R. 1628,Jul 25
168 (43-57),Rejected,On the Motion S.Amdt. 270: Motion to Waive All Applicable Budgetary Discipline Re: Amdt. No. 270; Of a perfecting nature.,H.R. 1628,Jul 25
169 (45-55),Rejected,On the Amendment S.Amdt. 271: Paul Amdt. No. 271; Of a perfecting nature.,H.R. 1628,Jul 26
170 (48-52),Rejected,On the Motion: Donnelly Motion to Commit H.R. 1628 with Instructions; A bill to provide for reconciliation pursuant to title II of the concurrent resolution on the budget for fiscal year 2017.,H.R. 1628,Jul 26
171 (48-51),Rejected,On the Motion: Casey Motion to Commit H.R. 1628 with Instructions; A bill to provide for reconciliation pursuant to title II of the concurrent resolution on the budget for fiscal year 2017.,H.R. 1628,Jul 26
172 (10-90),Rejected,On the Motion S.Amdt. 288: Motion to Waive All Applicable Budgetary Discipline Re: Heller Amdt. No. 288; To express the sense of the Senate that Medicaid expansion is a priority and that Obamacare must be improved.,H.R. 1628,Jul 26
173 (0-57),Rejected,"On the Amendment S.Amdt. 340: Daines Amdt. No. 340 As Modified; To provide for comprehensive health insurance coverage for all United States residents, improved health care delivery, and for other purposes.",H.R. 1628,Jul 27
174 (50-50),Rejected,On the Motion S.Amdt. 389: Motion to Waive All Applicable Budgetary Discipline Re: Strange Amdt. No. 389; To provide for premium assistance for low-income individuals.,H.R. 1628,Jul 27
175 (98-2),Passed,"On Passage of the Bill: H.R. 3364; A bill to provide congressional review and to counter aggression by the Governments of Iran, the Russian Federation, and North Korea, and for other purposes.",H.R. 3364,Jul 27
176 (43-57),Rejected,On the Motion: Schumer Motion to Commit H.R. 1628 with Instructions; A bill to provide for reconciliation pursuant to title II of the concurrent resolution on the budget for fiscal year 2017.,H.R. 1628,Jul 27
177 (52-48),Agreed to,On the Amendment S.Amdt. 502: Heller Amdt. No. 502; To strike the sunset of the repeal of the tax on employee health insurance premiums and health plan benefits.,H.R. 1628,Jul 27
178 (48-52),Rejected,"On the Motion: Murray Motion to Commit H.R. 1628 to the Committee on Health, Education, Labor and Pensions, with Instructions; A bill to provide for reconciliation pursuant to title II of the concurrent resolution on the budget for fiscal year 2017.",H.R. 1628,Jul 28
179 (49-51),Rejected,On the Amendment S.Amdt. 667: McConnell Amdt. No. 667; Of a perfecting nature.,H.R. 1628,Jul 28
180 (68-26),Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on Kevin Christopher Newsom, of Alabama, to be U.S. Circuit Judge",PN372,Jul 31
181 (92-5),Confirmed,"On the Nomination: Confirmation Christopher A. Wray, of Georgia, to be Director of the Federal Bureau of Investigation",PN696,Aug 01
182 (66-31),Confirmed,"On the Nomination: Confirmation Kevin Christopher Newsom, of Alabama, to be U.S. Circuit Judge for the Eleventh Circuit",PN372,Aug 01
183 (50-48),Agreed to,On the Cloture Motion: Motion to Invoke Cloture Re: Marvin Kaplan to be a Member of the National Labor Relations Board,PN681,Aug 02
184 (50-48),Confirmed,"On the Nomination: Confirmation Marvin Kaplan, of Kansas, to be a Member of the National Labor Relations Board",PN681,Aug 02
185 (96-1),Agreed to,"On Cloture on the Motion to Proceed: Motion to Invoke Cloture: Re: Motion to Proceed to Consideration of H.R. 2430; A bill to amend the Federal Food, Drug, and Cosmetic Act to revise and extend the user-fee programs for prescription drugs, medical devices, generic drugs, and biosimilar biological products, and for other purposes.",H.R. 2430,Aug 03
186 (79-17),Confirmed,"On the Nomination: Confirmation Dan Brouillette, of Texas, to be Deputy Secretary of Energy",PN459,Aug 03
187 (94-1),Passed,"On Passage of the Bill: H.R. 2430; A bill to amend the Federal Food, Drug, and Cosmetic Act to revise and extend the user-fee programs for prescription drugs, medical devices, generic drugs, and biosimilar biological products, and for other purposes.",H.R. 2430,Aug 03
188 (94-2),Confirmed,"On the Nomination: Confirmation: Timothy J. Kelly, of D.C., to be U.S. District Judge for the District of Columbia",PN588,Sep 05
189 (87-10),Agreed to,"On the Motion to Table: Motion to Table the Motion to Refer H.R. 601 to the Committee on Appropriations with Instructions to Report Back Forthwith with Amdt. No. 816; A bill to enhance the transparency and accelerate the impact of assistance provided under the Foreign Assistance Act of 1961 to promote quality basic education in developing countries, to better enable such countries to achieve universal access to quality basic education and improved learning outcomes, to eliminate duplication and waste, and for other purposes.",H.R. 601,Sep 07
190 (72-25),Agreed to,"On the Motion to Table: Motion to Table McConnell Motion to Refer H.R. 601 to the Committee on Appropriations with Instructions; A bill to enhance the transparency and accelerate the impact of assistance provided under the Foreign Assistance Act of 1961 to promote quality basic education in developing countries, to better enable such countries to achieve universal access to quality basic education and improved learning outcomes, to eliminate duplication and waste, and for other purposes.",H.R. 601,Sep 07
191 (79-18),Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on the Motion to Concur in the House Amdt. to the Senate Amdt. with an Amdt. No. 808 to H.R. 601; A bill to enhance the transparency and accelerate the impact of assistance provided under the Foreign Assistance Act of 1961 to promote quality basic education in developing countries, to better enable such countries to achieve universal access to quality basic education and improved learning outcomes, to eliminate duplication and waste, and for other purposes.",H.R. 601,Sep 07
192 (80-17),Agreed to,"On the Motion: Motion to Concur in the House Amdt. to the Senate Amdt. with an Amdt. No. 808 to H.R. 601; A bill to enhance the transparency and accelerate the impact of assistance provided under the Foreign Assistance Act of 1961 to promote quality basic education in developing countries, to better enable such countries to achieve universal access to quality basic education and improved learning outcomes, to eliminate duplication and waste, and for other purposes.",H.R. 601,Sep 07
193 (89-3),Agreed to,"On Cloture on the Motion to Proceed: Motion to Invoke Cloture on the Motion to Proceed to the Consideration of H.R. 2810; To authorize appropriations for fiscal year 2018 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.",H.R. 2810,Sep 11
194 (81-16),Confirmed,"On the Nomination: Confirmation Kevin Allen Hassett, of Massachusetts, to be Chairman of the Council of Economic Advisers",PN457,Sep 12
195 (61-36),Agreed to,On the Motion to Table S.Amdt. 871: Motion to Table Paul Amdt. No. 871; To repeal the Authorization for Use of Military Force and the Authorization for Use of Military Force Against Iraq Resolution of 2002.,H.R. 2810,Sep 13
196 (80-17),Confirmed,"On the Nomination: Confirmation Pamela Hughes Patenaude, of New Hampshire, to be Deputy Secretary of Housing and Urban Development",PN363,Sep 14
197 (84-9),Agreed to,"On the Cloture Motion S.Amdt. 1003: Motion to Invoke Cloture on Amdt. No. 1003, As Modified; In the nature of a substitute.",H.R. 2810,Sep 14
198 (90-7),Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on H.R. 2810; To authorize appropriations for fiscal year 2018 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.",H.R. 2810,Sep 18
199 (89-8),Passed,"On Passage of the Bill: H.R. 2810 As Amended; To authorize appropriations for fiscal year 2018 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.",H.R. 2810,Sep 18
200 (49-47),Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on the Nomination of Noel J. Francisco, of the District of Columbia, to be Solicitor General of the United States",PN299,Sep 19
201 (50-47),Confirmed,"On the Nomination: Confirmation Noel J. Francisco, of the District of Columbia, to be Solicitor General of the United States",PN299,Sep 19
202 (49-44),Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on the Nomination of William J. Emanuel, of California, to be a Member of the National Labor Relations Board",PN725,Sep 19
203 (49-47),Confirmed,"On the Nomination: Confirmation William J. Emanuel, of California, to be a Member of the National Labor Relations Board",PN725,Sep 25
204 (87-8),Confirmed,"On the Nomination: Confirmation Heath P. Tarbert, of Maryland, to be an Assistant Secretary of the Treasury",PN173,Sep 27
205 (73-21),Confirmed,"On the Nomination: Confirmation Makan Delrahim, of California, to be an Assistant Attorney General",PN249,Sep 27
206 (95-1),Agreed to,On the Cloture Motion: Motion to Invoke Cloture on the Nomination of Ralph R. Erickson to be United States Circuit Judge for the Eighth Circuit,PN586,Sep 28
207 (95-1),Confirmed,"On the Nomination: Confirmation Ralph R. Erickson, of North Dakota, to be United States Circuit Judge for the Eighth Circuit",PN586,Sep 28
208 (55-41),Agreed to,On the Cloture Motion: Motion to Invoke Cloture on the Nomination of Ajit Varadaraj Pai to be a Member of the Federal Communications Commission ,PN89,Sep 28
209 (52-41),Confirmed,"On the Nomination: Confirmation Ajit Varadaraj Pai, of Kansas, to be a Member of the F.C.C.",PN89,Oct 02
210 (57-38),Agreed to,On the Cloture Motion: Motion to Invoke Cloture Re: Eric D. Hargan to be Deputy Secretary of Health and Human Services,PN248,Oct 04
211 (57-38),Confirmed,"On the Nomination: Confirmation Eric D. Hargan, of Illinois, to be Deputy Secretary of Health and Human Services",PN248,Oct 04
212 (62-33),Agreed to,On the Cloture Motion: Motion to Invoke Cloture Re: Randal Quarles to be a Member of the Board of Governors of the Federal Reserve System,PN734,Oct 04
213 (65-32),Confirmed,"On the Nomination: Confirmation Randal Quarles, of Colorado, to be a Member of the Board of Governors of the Federal Reserve System",PN734,Oct 05
214 (54-43),Agreed to,"On the Cloture Motion: Motion to Invoke Cloture Re: Lee Francis Cissna to be Director of U.S. Citizenship and Immigration Services, DHS",PN352,Oct 05
215 (54-43),Confirmed,"On the Nomination: Confirmation Lee Francis Cissna, of Maryland, to be Director of U.S. Citizenship and Immigration Services, DHS",PN352,Oct 05
216 (75-20),Agreed to,On the Cloture Motion: Motion to Invoke Cloture Re: Callista L. Gingrich to be Ambassador of the United States of America to the Holy See,PN523,Oct 05
217 (70-23),Confirmed,"On the Nomination: Confirmation Callista L. Gingrich, of Virginia, to be Ambassador of the U.S. to the Holy See",PN523,Oct 16
