Vote,Result,Question,Issue,Date
143 (43-55),Rejected,"On the Motion S.Amdt. 747: Motion to Waive CBA  re: Carper Amdt. No. 747; To provide responsible tax relief for all income taxpayers, by way of a $1,200,000,000,000 tax cut, and to make available an additional $150,000,000,000 for critical investments in education, particularly for meeting the Federal Government's commitments under IDEA, Head Start, and the bipartisan education reform and ESEA reauthorization bill.",H.R. 1836,May 22
144 (41-58),Rejected,On the Motion S.Amdt. 722: Motion to Waive CBA  re: Daschle Amdt. No. 722; In the nature of a substitute.,H.R. 1836,May 22
145 (41-57),Rejected,On the Motion: Motion to Waive CBA  re: Conrad Motion to Commit H.R. 1836 to the Committee on Finance; A bill to provide for reconciliation pursuant to section 104 of the concurrent resolution on the budget for fiscal year 2002.,H.R. 1836,May 22
146 (55-43),Rejected,"On the Motion S.Amdt. 765: Motion To Waive CBA Re: Reid Amendment No. 765; To amend title II of the Social Security Act to allow workers who attain age 65 after 1981 and before 1992 to choose either lump sum payments over four years totaling $5,000 or an improved benefit computation formula under a new 10-year rule governing the transition to the changes in benefit computation rules enacted in the Social Security Amendments of 1977.",H.R. 1836,May 22
147 (41-58),Rejected,On the Motion S.Amdt. 756: Motion to Waive CBA re: Levin Amendment No. 756; To require the Secretary of the Treasury to adjust the reduction in the highest marginal income rate if the discretionary spending level is exceeded in fiscal year 2002.,H.R. 1836,May 22
148 (49-50),Rejected,On the Motion S.Amdt. 767: Motion to waive CBA re: Boxer Amdt. No. 767; To aid public health and improve water safety by providing tax-exempt bond authority to water systems to comply with the 10 parts per billion arsenic standard recommended by the National Academy of Sciences and adopted by the World Health Organization and European Union.,H.R. 1836,May 22
149 (50-50),Rejected,On the Amendment S.Amdt. 768: Daschle Amendment No. 768; To limit the reduction in the 39.6 rate bracket to 1 percentage point and to increase the maximum taxable income subject to the 15 percent rate.,H.R. 1836,May 22
150 (42-57),Rejected,"On the Motion S.Amdt. 748: Motion to Waive CBA re: Nelson (FL) Amendment No. 748; To provide a proportionate reduction in the credit for State death taxes before repeal, thereby allowing for responsible full estate tax repeal.",H.R. 1836,May 22
151 (42-57),Rejected,On the Amendment S.Amdt. 770: Levin Amendment No. 770; To accelerate the increase in exemption amount for estates and reduce the reduction in the 39.6 percent marginal tax rate.,H.R. 1836,May 22
152 (44-55),Rejected,"On the Amendment S.Amdt. 771: Levin Amendment No. 771; To make the maximum amount of the deduction for higher education expenses fully effective immediately, to repeal the termination of such deduction, and to provide an offset for revenue loss.",H.R. 1836,May 22
153 (45-54),Rejected,"On the Motion S.Amdt. 699: Motion to Waive CBA re: Kennedy Amendment No. 699; To condition the reductions in the 39.6 percent rate in 2002, 2005, and 2007 on the Federal Government funding certain increases in the maximum Federal Pell Grant amounts.",H.R. 1836,May 22
154 (45-54),Rejected,On the Motion S.Amdt. 700: Motion to Waive CBA re: Kennedy Amendment No. 700; To condition the reductions in the 39.6 percent rate in 2005 and 2007 on the Federal Government sufficiently funding Head Start to enable every eligible child access to such program.,H.R. 1836,May 22
155 (43-56),Rejected,On the Amendment S.Amdt. 698: Kennedy Amendment No. 698; To allow the Hope Scholarship Credit for all costs of attendance and to decrease the reduction in the 39.6 rate.,H.R. 1836,May 22
156 (39-60),Rejected,On the Motion: Wellstone Motion to Commit to the Committee on Finance; A bill to provide for reconciliation pursuant to section 104 of the concurrent resolution on the budget for fiscal year 2002.,H.R. 1836,May 22
157 (43-56),Rejected,On the Motion S.Amdt. 730: Motion to Waive CBA re: Harkin Amendment No. 730; To amend the Internal Revenue Code of 1986 to adjust the income tax rates and to provide a credit to teachers and nurses for higher education loans.,H.R. 1836,May 22
158 (42-57),Rejected,On the Amendment S.Amdt. 781: Conrad Amdt. No. 781; To reduce debt by eliminating the repeal of the estate tax.,H.R. 1836,May 22
159 (94-4),Agreed to,On the Amendment S.Amdt. 741: Snowe Amdt. No. 741; To express the sense of the Senate that the modifications to the child tax credit contained in section 201 should be part of the final tax package.,H.R. 1836,May 23
160 (46-54),Rejected,On the Motion: Motion to Waive CBA  re: Stabenow Motion to Commit H.R. 1836 to the Committee on Finance; A bill to provide for reconciliation pursuant to section 104 of the concurrent resolution on the budget for fiscal year 2002.,H.R. 1836,May 23
161 (49-51),Rejected,On the Motion: Motion to Waive CBA  re: Grassley Amdt. No. 786; A bill to provide for reconciliation pursuant to section 104 of the concurrent resolution on the budget for fiscal year 2002.,H.R. 1836,May 23
162 (47-53),Rejected,On the Motion: Motion to Waive CBA   re: Graham Amdt. No. 763; A bill to provide for reconciliation pursuant to section 104 of the concurrent resolution on the budget for fiscal year 2002.,H.R. 1836,May 23
163 (46-54),Rejected,"On the Motion S.Amdt. 777: Motion to Waive CBA re: Schumer Amdt. No.777; To provide alternative minimum tax relief for individuals extend certain expiring tax provisions, and to provide an offset for revenue loss.",H.R. 1836,May 23
164 (98-2),Agreed to,"On the Amendment S.Amdt. 675: Collins Amdt. No. 675, as modified; To provide an above-the-line deduction for qualified professional development expenses of elementary and secondary school teachers and to allow a credit against income tax to elementary and secondary school teachers who provide classroom materials.",H.R. 1836,May 23
165 (62-38),Passed,"On Passage of the Bill: H.R. 1836, as amended; A bill to provide for reconciliation pursuant to section 104 of the concurrent resolution on the budget for fiscal year 2002.",H.R. 1836,May 23
166 (99-0),Confirmed,"On the Nomination: Confirmation:  Howard H. Baker, Jr., of Tennessee, to be Ambassador to Japan",PN427,May 23
167 (51-47),Confirmed,"On the Nomination: Theodore Bevry Olson, of the District of Columbia, to be Solicitor General",PN190,May 24
168 (96-1),Confirmed,"On the Nomination: Viet D. Dinh, of the District of Columbia, to be an Assistant Attorney General",PN275,May 24
169 (95-1),Confirmed,"On the Nomination: Michael Chertoff, of New Jersey, to be an Assistant Attorney General",PN326,May 24
170 (58-33),Agreed to,"On the Conference Report: H.R.1836, Conference Report; A bill to provide for reconciliation pursuant to section 104 of the concurrent resolution on the budget for fiscal year 2002.",H.R. 1836,May 26
171 (57-39),Agreed to,"On the Amendment S.Amdt. 465: Wellstone Amdt. No. 465, as modified; To improve the provisions relating to assessment completion bonuses.",S. 1,Jun 06
172 (59-39),Agreed to,"On the Amendment S.Amdt. 791: Bingaman Amdt. No. 791, as modified; To ensure that State applications and plans are developed and submitted in consultation with the Governor of the State involved.",S. 1,Jun 06
173 (40-58),Rejected,"On the Amendment S.Amdt. 389: Voinovich Amdt. No. 389, as modified; To modify provisions relating to State applications and plans and school improvement to provide for the input of the Governor of the State involved.",S. 1,Jun 06
174 (43-55),Rejected,On the Amendment S.Amdt. 385: Carnahan Amdt. No. 385; To limit the application of assessment requirements based on the costs to the State in administering such assessments.,S. 1,Jun 07
175 (96-1),Agreed to,On the Amendment S.Amdt. 487: Smith (NH) Amdt. No. 487; Expressing the sense of the Senate to urge that no less than 95 percent of Federal education dollars be spent in the classroom.,S. 1,Jun 07
176 (23-71),Rejected,On the Amendment S.Amdt. 466: Wellstone Amdt. No. 466; To limit the conduct of certain assessments based on the provision of sufficient funding to carry out part A of title I of the Elementary and Secondary Education Act of 1965.,S. 1,Jun 07
177 (93-0),Agreed to,"On the Amendment S.Amdt. 476: Bond Amdt. No. 476, as modified; To strengthen parental involvement.",S. 1,Jun 11
178 (57-36),Agreed to,On the Amendment S.Amdt. 475: Landrieu Amdt. No. 475; To ensure adequate funding for targeted grants to local educational agencies under part A of title I of the Elementary and Secondary Education Act of 1965.,S. 1,Jun 11
179 (41-58),Rejected,"On the Amendment S.Amdt. 536: Gregg Amdt. No. 536, as modified; To provide a low-income school choice demonstration program.",S. 1,Jun 12
180 (42-58),Rejected,"On the Amendment S.Amdt. 459: Dodd Amdt. No. 459, as further modified; To provide for the comparability of educational services available to elementary and secondary students within States.",S. 1,Jun 12
181 (52-46),Agreed to,On the Amendment S.Amdt. 370: Feinstein Amdt. No. 370; To provide for school construction.,S. 1,Jun 12
182 (91-8),Agreed to,On the Amendment S.Amdt. 799: Santorum Amdt. No. 799; To express the sense of the Senate regarding science education.,S. 1,Jun 13
183 (22-78),Rejected,On the Amendment S.Amdt. 798: Hollings Amdt. No. 798; To permit States to waive certain testing requirements.,S. 1,Jun 13
184 (47-51),Rejected,On the Amendment S.Amdt. 382: Dodd Amdt. No. 382; To remove the 21st century community learning center program from the list of programs covered by performance agreements.,S. 1,Jun 13
185 (49-50),Rejected,"On the Amendment S.Amdt. 801: Domenici Amdt. No. 801, as modified; To express the Sense of the Senate that the Appropriations Committee shall fund the authorizations in this bill to the maximum extent possible.",S. 1,Jun 13
186 (49-50),Rejected,On the Amendment S.Amdt. 800: Schumer Amdt. No. 800; To express the sense of the Senate that Congress should appropriate all funds authorized for elementary and secondary education in fiscal year 2002.,S. 1,Jun 13
187 (36-64),Rejected,On the Amendment S.Amdt. 802: Kennedy Amdt. No. 802; To amend the Individuals with Disabilities Education Act regarding discipline.,S. 1,Jun 14
188 (50-50),Rejected,"On the Amendment S.Amdt. 604: Sessions Amdt. No. 604, as modified; To amend the Individuals with Disabilities Education Act regarding discipline.",S. 1,Jun 14
189 (51-49),Agreed to,On the Amendment S.Amdt. 648: Helms Amdt. No. 648; To prohibit the use of Federal funds by any State or local educational agency or school that discriminates against the Boy Scouts of America in providing equal access to school premises or facilities.,S. 1,Jun 14
190 (51-47),Agreed to,On the Motion to Reconsider S.Amdt. 604: Motion to Reconsider Roll Call Vote No. 188; To amend the Individuals with Disabilities Education Act regarding discipline.,S. 1,Jun 14
191 (52-47),Agreed to,"On the Amendment S.Amdt. 803: Boxer Amdt. No. 803, as modified; To provide that no public elementary school, public secondary school, local educational agency, or State educational agency, may deny equal access or a fair opportunity to meet after school in a designated open forum to any youth group listed in title 36 of the U.S. Code as a patriotic society, including the Boy Scouts of America, based on that group's favorable or unfavorable position concerning sexual orientation.",S. 1,Jun 14
192 (91-8),Passed,"On Passage of the Bill: H.R. 1, as amended; A bill to close the achievement gap with accountability, flexibility, and choice, so that no child is left behind.",H.R. 1,Jun 14
193 (98-0),Agreed to,On the Motion to Proceed: Motion to Proceed to Consider S.1052; A bill to amend the Public Health Service Act and the Employee Retirement Income Security Act of 1974 to protect consumers in managed care plans and other health coverage.,S. 1052,Jun 21
194 (52-45),Sustained,On the Point of Order S.Amdt. 807: Is the Point of Order Well Taken? re: Hutchinson Amendment No. 807; To amend the Internal Revenue Code of 1986 to provide a deduction for 100 percent of health insurance costs of self-employed individuals.,S. 1052,Jun 21
195 (89-1),Agreed to,"On the Amendment S.Amdt. 809: McCain Amendment No. 809, as modified; To express the sense of the Senate with respect to the opportunity to participate in approved clinical trials and access to specialty care.",S. 1052,Jun 22
196 (39-61),Rejected,On the Motion: Grassley Motion to Commit S.1052; A bill to amend the Public Health Service Act and the Employee Retirement Income Security Act of 1974 to protect consumers in managed care plans and other health coverage.,S. 1052,Jun 26
197 (43-57),Rejected,On the Amendment S.Amdt. 810: Gramm Amdt. No. 810; To exempt employers from causes of action under the Act.,S. 1052,Jun 26
198 (93-6),Agreed to,On the Amendment S.Amdt. 816: Bond Amdt. No. 816; To limit the application of the liability provisions of the Act if the General Accounting Office finds that the application of such provisions has increased the number of uninsured individuals.,S. 1052,Jun 26
199 (45-53),Rejected,On the Amendment S.Amdt. 817: Allard Amdt. No. 817; To exempt small employers from causes of action under the Act.,S. 1052,Jun 27
200 (54-45),Agreed to,On the Motion S.Amdt. 818: Motion to Table Kyl Amdt. No. 818; To clarify that independent medical reviewers may not require coverage for excluded benefits and to clarify provisions relating to the independent determinations of the reviewer.,S. 1052,Jun 27
201 (100-0),Agreed to,On the Amendment S.Amdt. 820: McCain Amdt. No. 820; To clarify that nothing in the bill permits independent medical reviewers to require that plans or issuers cover specifically excluded items or services.,S. 1052,Jun 27
202 (53-44),Agreed to,On the Motion to Table S.Amdt. 826: Motion to Table Collins Amdt. No. 826; To modify provisions relating to preemption and State flexibility.,S. 1052,Jun 28
203 (64-36),Agreed to,On the Amendment S.Amdt. 830: Breaux Amdt No. 830; To modify provisions relating to the standard with respect to the continued applicability of State law.,S. 1052,Jun 28
204 (62-38),Agreed to,On the Motion to Table S.Amdt. 831: Motion to Table Bond Amdt. No. 831; To ensure that patients receive a minimum share of any settlement or award in a cause of action under this Act.,S. 1052,Jun 28
205 (96-4),Agreed to,"On the Amendment S.Amdt. 834: Snowe Amdt. No. 834, as modified; To modify provisions relating to causes of action against employers.",S. 1052,Jun 28
206 (55-45),Agreed to,On the Motion to Table S.Amdt. 840: Motion to Table Enzi Amdt. No. 840 Division I; To provide immunity to certain self-insured group health plans that provide health insurance options.,S. 1052,Jun 28
207 (42-58),Rejected,On the Amendment S.Amdt. 844: Specter Amdt. No. 844; To require that causes of action under this Act be maintained in Federal Court.,S. 1052,Jun 28
208 (98-0),Agreed to,On the Amendment S.Amdt. 814: Santorum Amdt. No. 814; To protect infants who are born alive.,S. 1052,Jun 29
209 (98-0),Agreed to,"On the Amendment S.Amdt. 842: DeWine Amdt. No. 842, as modified; To limit class actions to a single plan.",S. 1052,Jun 29
210 (46-52),Rejected,"On the Motion S.Amdt. 845: Motion to Waive CBA  Grassley Amdt. No. 845; To strike provisions relating to customs user fees, and medicare payment delay.",S. 1052,Jun 29
211 (54-44),Agreed to,On the Motion to Table S.Amdt. 846: Motion to Table Nickles Amdt. No. 846; To apply the bill to plans maintained pursuant to collective bargaining agreements beginning on the general effective date.,S. 1052,Jun 29
212 (52-46),Agreed to,On the Motion to Table S.Amdt. 848: Motion to Table Ensign Amdt. No. 848; To provide that health care professionals who provide pro bono medical services to medically underserved or indigent individuals are immune from liability.,S. 1052,Jun 29
213 (98-0),Agreed to,"On the Amendment S.Amdt. 819: Thompson Amdt. No. 819, as modified; To require exhaustion of remedies.",S. 1052,Jun 29
214 (57-41),Sustained,On the Point of Order: Is the Point of Order Well Taken?  re: Smith (OR) Motion to Commit S.1052; A bill to amend the Public Health Service Act and the Employee Retirement Income Security Act of 1974 to protect consumers in managed care plans and other health coverage.,S. 1052,Jun 29
215 (55-43),Agreed to,On the Motion to Table S.Amdt. 821: Motion to Table Allard Amdt. No. 821; To exempt small employers from causes of action under the Act.,S. 1052,Jun 29
216 (53-45),Agreed to,On the Motion to Table S.Amdt. 851: Motion to Table Craig Amdt. No. 851; To express the sense of the Senate regarding making medical savings accounts available to all Americans.,S. 1052,Jun 29
217 (50-46),Agreed to,"On the Motion to Table S.Amdt. 841: Motion to Table Santorum Amdt. No. 841, as modified; To dedicate 75 percent of any awards of civil monetary penalties allowed under this Act to a Federal trust fund to finance refundable tax credits for uninsured individuals and families.",S. 1052,Jun 29
218 (42-54),Rejected,On the Motion S.Amdt. 854: Kyl Amdt. No. 854; To permit choices in costs and damages.,S. 1052,Jun 29
219 (36-59),Rejected,On the Amendment S.Amdt. 856: Frist Amdt. No. 856; To provide for a complete substitute.,S. 1052,Jun 29
220 (59-36),Passed,"On Passage of the Bill: S.1052, as amended; A bill to amend the Public Health Service Act and the Employee Retirement Income Security Act of 1974 to protect consumers in managed care plans and other health coverage.",S. 1052,Jun 29
221 (42-54),Rejected,On the Motion S.Amdt. 866: Motion to Waive CBA Conrad Amdt. No. 866; To establish an off-budget lockbox to strengthen Social Security and Medicare.,S. 1077,Jul 10
222 (43-54),Rejected,On the Motion S.Amdt. 865: Motion to Waive CBA re: Voinovich Amdt. No. 865; To protect the social security surpluses by preventing on-budget deficits.,S. 1077,Jul 10
223 (3-94),Rejected,On the Amendment S.Amdt. 873: Hollings Amdt. No. 873; Ensuring funding for defense and education and the supplemental appropriation by repealing tax cuts for 2001.,S. 1077,Jul 10
224 (77-22),Agreed to,"On the Motion to Table S.Amdt. 874: Motion to Table Wellstone Amdt. No. 874; To increase funding for the Low-Income Home Energy Assistance Program, with an offset.",S. 1077,Jul 10
225 (79-20),Agreed to,"On the Motion to Table S.Amdt. 863: Motion to Table Feingold Amdt. No. 863 ; To increase the amount provided to combat HIV/AIDS, malaria, and tuberculosis, and to offset that increase by rescinding amounts appropriated to the Navy for the V-22 Osprey aircraft program.",S. 1077,Jul 10
226 (83-16),Agreed to,"On the Motion to Table S.Amdt. 869: Motion to Table McCain Amdt. 869; To provide additional funds for military personnel, working-capital funds, mission-critical maintenance, force protection, and other purposes by increasing amounts appropriated  to the Department of Defense, and to offset the increases by reducing and rescinding certain appropriations.",S. 1077,Jul 10
227 (49-50),Rejected,"On the Amendment S.Amdt. 862: Schumer Amdt. No. 862; To rescind $33,900,000 for the printing and postage costs of the notices to be sent by the Internal Revenue Service before and after the tax rebate, such amount to remain available for debt reduction.",S. 1077,Jul 10
228 (98-1),Passed,"On Passage of the Bill: H.R. 2216, as amended; A bill making supplemental appropriations for the fiscal year ending September 30, 2001, and for other purposes.",H.R. 2216,Jul 10
229 (42-57),Rejected,On the Motion to Table S.Amdt. 229: Motion to Table Durbin Amdt. No. 879; No Statement of Purpose on File.,H.Con.Res. 83,Jul 11
230 (88-10),Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on the Motion to Proceed to Consider H.R. 333; A bill to amend title 11, United States Code, and for other purposes.",H.R. 333,Jul 12
231 (67-33),Agreed to,"On the Motion to Table S.Amdt. 893: Motion to Table Nelson (FL) Amendment No. 893; To prohibit the use of funds to execute a final lease agreement for oil and gas development in the area of the Gulf of Mexico known as ""Lease Sale 181"".",H.R. 2217,Jul 12
232 (52-48),Agreed to,"On the Motion to Table S.Amdt. 899: Motion to Table Smith (OR) Amendment No. 899; To direct the U.S. Fish and Wildlife Service to take certain actions for the recovery of the lost river sucker and the shortnose sucker, and to clarify the operations of the Klamath Project in Oregon and California, and for other purposes.",H.R. 2217,Jul 12
233 (12-87),Rejected,"On the Amendment S.Amdt. 904: McCain Amendment No. 904; To prohibit the use of funds for any purpose relating to Vulcan Monument, Alabama.",H.R. 2217,Jul 12
234 (88-10),Agreed to,On the Cloture Motion S.Amdt. 974: Motion to Invoke Cloture on Leahy Amdt. No. 974 to S.420; In the nature of a substitute.,H.R. 333,Jul 17
235 (52-46),Agreed to,"On the Amendment S.Amdt. 977: Wellstone Amendment No. 977; To require the General Accounting Office to conduct a study of the effects of the Act on bankruptcy filings, and for other purposes.",H.R. 333,Jul 17
236 (82-16),Passed,"On Passage of the Bill: H.R. 333, as amended; A bill to amend title 11, United States Code, and for other purposes.",H.R. 333,Jul 17
237 (100-0),Agreed to,On the Amendment S.Amdt. 1013: Bond Amdt. No. 1013; To impose additional conditions on the consideration of revisions to the Missouri River Master Water Control Manual.,H.R. 2311,Jul 18
238 (56-44),Agreed to,On the Motion to Table S.Amdt. 1018: Motion to Table Murkowski Amdt. No. 1018; To provide grants and fellowships for energy industry workforce training and to monitor energy industry workforce trends.,H.R. 2311,Jul 18
239 (76-23),Agreed to,"On the Motion for Attendance: Motion to Instruct Sgt. At Arms; A bill making appropriations for energy and water development for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2311,Jul 19
240 (97-2),Passed,"On Passage of the Bill: H.R. 2311, as amended; A bill making appropriations for energy and water development for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2311,Jul 19
241 (88-9),Passed,"On Passage of the Bill: S. 1172, as amended; An original bill making appropriations for the Legislative Branch for the fiscal year ending September 30, 2002, and for other purposes.",S. 1172,Jul 19
242 (61-37),Confirmed,"On the Nomination: Confirmation:  John D. Graham, of Massachusetts, to be administrator of the Office of Information and Regulatory Affairs.",PN213,Jul 19
243 (97-2),Confirmed,"On the Nomination: Confirmation: Roger W. Ferguson, to be a Member of the Board of Governors of the Federal Reserve System",PN265,Jul 19
244 (93-1),Confirmed,"On the Nomination: Confirmation: Roger L. Gregory, of Virginia, to be U.S. Circuit Judge for the Fourth Circuit",PN402,Jul 20
245 (95-0),Confirmed,"On the Nomination: Confirmation:  Sam E. Haddon, of Montana, to be U.S. District Judge",PN428,Jul 20
246 (93-0),Confirmed,"On the Nomination: Confirmation:  Richard F. Cebull, of Montana, to be U.S. District Judge",PN429,Jul 20
247 (96-0),Agreed to,"On the Amendment S.Amdt. 1037: Reid Amdt. No. 1037; To require a study of the hazards and risks to public health and safety, the environment, and the economy of the transportation of hazardous chemicals and radioactive material, the improvements to transportation infrastructure necessary to prevent accidents in the transportation of such chemicals and material, and the preparedness of Federal, State, and local emergency response and medical personnel to response to and mitigate accidents in the transportation of such chemicals and material.",H.R. 2299,Jul 23
248 (100-0),Agreed to,On the Amendment S.Amdt. 1058: Fitzgerald Amdt. No. 1058; Relating to commercial air service at the Gary-Chicago Airport.,H.R. 2299,Jul 24
249 (90-8),Agreed to,"On the Amendment S.Amdt. 1033: Cleland Amdt. No. 1033; To direct the State of Georgia, in expending certain funds, to give priority consideration to certain projects.",H.R. 2299,Jul 25
250 (65-35),Agreed to,"On the Motion to Table S.Amdt. 1065: Motion to Table Gramm Amdt. No. 1065; To prevent discrimination, in the application of truck safety standards, against Mexico by imposing any requirements on a Mexican motor carrier that seeks to operate in the United States that do not exist with regard to United States and Canadian motor carriers.",H.R. 2299,Jul 25
251 (96-2),Passed,On Passage of the Bill: S. 1218; An original bill to extend the authorities of the Iran and Libya Sanctions Act of 1996 until 2006.,S. 1218,Jul 25
252 (70-30),Agreed to,On the Cloture Motion S.Amdt. 1025: Motion to Invoke Cloture on Murray Amdt. No. 1025 to H.R. 2299; To provide a complete substitute.,H.R. 2299,Jul 26
253 (65-30),Agreed to,On the Motion to Table S.Amdt. 1168: Motion to Table Gramm Amdt. No. 1168; To prevent violations of the United States commitments under NAFTA.,H.R. 2299,Jul 27
254 (57-34),Agreed to,On the Motion to Table S.Amdt. 1180: Motion to Table McCain Amdt. No. 1180; To require that Mexican nationals be treated the same as Canadian nationals under provisions of the Act.,H.R. 2299,Jul 27
255 (60-28),Agreed to,"On the Motion for Attendance: Motion to Instruct Sgt. at Arms; A bill making appropriations for the Department of Transportation and related agencies for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2299,Jul 27
256 (88-0),Agreed to,On the Motion to Table S.Amdt. 1165: Motion to Table Murray Amdt. No. 1165; To provide for an effective date.,H.R. 2299,Jul 27
257 (88-0),Agreed to,On the Motion to Table S.Amdt. 1164: Motion to Table Daschle Amdt. No. 1164; To provide for an effective date.,H.R. 2299,Jul 27
258 (88-0),Agreed to,On the Motion to Table S.Amdt. 1163: Motion to Table Daschle Amdt. No. 1163; To provide for an effective date.,H.R. 2299,Jul 27
259 (57-27),Rejected,"On the Cloture Motion: Motion to Invoke Cloture on H.R. 2299; A bill making appropriations for the Department of Transportation and related agencies for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2299,Jul 27
260 (95-2),Agreed to,On the Cloture Motion: Motion to Invoke Cloture on the Motion to Proceed to Consider S.1246; An original bill to respond to the continuing economic crisis adversely affecting American agricultural producers.,S. 1246,Jul 30
261 (52-48),Agreed to,On the Motion to Table S.Amdt. 1190: Motion to Table Lugar Amendment No. 1190; In the nature of a substitute.,S. 1246,Jul 31
262 (100-0),Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on H.R. 2299, Upon Reconsideration; A bill making appropriations for the Department of Transportation and related agencies for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2299,Aug 01
263 (25-75),Rejected,"On the Motion S.Amdt. 1218: Motion to Waive CBA  re: Wellstone Amdt. No. 1218; To increase the amount available for medical care for veterans by $650,000,000.",H.R. 2620,Aug 01
264 (98-1),Confirmed,"On the Nomination: Confirmation: Asa Hutchinson, of Arkansas, to be Administrator of Drug Enforcement ",PN513,Aug 01
265 (97-1),Agreed to,On the Amendment S.Amdt. 1219: Boxer Amdt. No. 1219; To provide for a new national primary drinking water regulation for arsenic.,H.R. 2620,Aug 01
266 (58-41),Agreed to,"On the Motion to Table S.Amdt. 1229: Motion to Table Kyl Amdt. No. 1229, as modified; To specify the manner of allocation of funds made available for grants for the construction of wastewater and water treatment facilities and groundwater protection infrastructure.",H.R. 2620,Aug 02
267 (65-33),Agreed to,On the Motion to Table S.Amdt. 1231: Motion to Table Schumer Amdt. No. 1231; To make drug elimination grants for low-income housing available for the BuyBack America program.,H.R. 2620,Aug 02
268 (69-30),Agreed to,"On the Motion to Table S.Amdt. 1226: Motion to Table McCain Amdt. No. 1226, as modified; To reduce by 5,000,000 amounts available for certain projects funded by the Community Development Fund of the Department of Housing and Urban Development and make the amount available for veterans claims adjudication.",H.R. 2620,Aug 02
269 (94-5),Passed,"On Passage of the Bill: H.R. 2620; A bill making appropriations for the Departments of Veterans Affairs and Housing and Urban Development, and for sundry independent agencies, boards, commissions, corporations, and offices for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2620,Aug 02
270 (97-0),Confirmed,"On the Nomination: Confirmation: William J. Riley, of Nebraska, to be U.S. District Judge",PN458,Aug 02
271 (98-0),Confirmed,"On the Nomination: Confirmation: Sarah V. Hart, of Pennsylvania, to be Director of the National Institute of Justice",PN462,Aug 02
272 (98-0),Confirmed,"On the Nomination: Confirmation: Robert S. Mueller, III, of California, to be Director of the F.B.I. ",PN668,Aug 02
273 (49-48),Rejected,On the Cloture Motion: Motoin to Invoke Cloture on S. 1246; An original bill to respond to the continuing economic crisis adversely affecting American agricultural producers.,S. 1246,Aug 03
274 (74-19),Agreed to,On the Motion to Table S.Amdt. 1481: Motion to Table Thompson Amdt. No. 1481; To modify the exceptions from required time periods.,S. 149,Sep 04
275 (85-14),Passed,"On Passage of the Bill: S.149, as amended; A bill to provide authority to control exports, and for other purposes.",S. 149,Sep 06
276 (34-58),Rejected,On the Motion to Table S.Amdt. 1538: Motion to Table Smith (NH) Amendment No. 1538; To provide protection to American Servicemen who were used in World War II as slave labor.,H.R. 2500,Sep 10
277 (100-0),Passed,"On the Joint Resolution: S.J.Res. 22; A joint resolution expressing the sense of the Senate and House of Representatives regarding the terrorist attacks launched against the Unites States on September 11, 2001.",S.J.Res. 22,Sep 12
278 (98-0),Agreed to,On the Amendment S.Amdt. 1560: Harkin Amdt. No. 1560; To express the sense of the Senate regarding discrimination against Arab Americans.,H.R. 2500,Sep 13
279 (97-0),Passed,"On Passage of the Bill: H.R. 2500, as amended; A bill making appropriations for the Departments of Commerce, Justice, and State, the Judiciary, and related agencies for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2500,Sep 13
280 (96-0),Passed,"On Passage of the Bill: S. 1426; A bill making emergency supplemental appropriations for fiscal year 2001 for additional disaster assistance, for anti-terrorism initiatives, and for assistance in the recovery from the tragedy that occurred on September 11, 2001, and for other purposes.",S. 1426,Sep 14
281 (98-0),Passed,On the Joint Resolution: S.J.  Res. 23; A joint resolution to authorize the use of United States Armed Forces against those responsible for the recent attacks launched against the United States.,S.J.Res. 23,Sep 14
282 (97-0),Confirmed,"On the Nomination: Sharon Prost, of the District of Columbia, to be U.S. Circuit Judge for the Federal Circuit",PN886,Sep 21
283 (97-0),Confirmed,"On the Nomination: Reggie B. Walton, to be United States District Judge for the District of Columbia",PN903,Sep 21
284 (96-1),Passed,On Passage of the Bill: S.1450; A bill to preserve the continued viability of the United States air transportation system.,S. 1450,Sep 21
285 (97-0),Confirmed,"On the Nomination: Kirk Van Tine, of Virginia, to be General Counsel of the Department of Transportation",PN830,Sep 24
286 (53-47),Agreed to,"On the Motion to Table S.Amdt. 1622: Motion to Table Bunning Amendment No. 1622; To strike title XXIX, relating to defense base closure and realignment.",S. 1438,Sep 25
287 (74-24),Agreed to,"On the Motion to Table S.Amdt. 1674: Motion to Table Warner Amdt. No. 1674; To strike section 821 of the bill, which would revise requirements relating to the purchase of Federal Prison Industries products by the Department of Defense.",S. 1438,Sep 25
288 (97-0),Passed,"On Passage of the Bill: H.R. 2904, as amended; A bill making appropriations for military construction, family housing, and base realignment and closure for the Department of Defense for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2904,Sep 26
